Easting,Northing,Depth (Proc),Primary Depth,Secondary Depth
146412.394,6834796.549,6.328,10.902,10.855
146412.276,6834796.521,6.317,10.894,10.852
146412.168,6834796.506,6.316,10.896,10.858
146412.037,6834796.474,6.317,10.899,10.864
146411.920,6834796.447,6.322,10.904,10.855
146411.793,6834796.414,6.317,10.898,10.854
146411.662,6834796.381,6.310,10.890,10.848
146411.503,6834796.326,6.318,10.894,10.849
146411.359,6834796.282,6.317,10.891,10.845
146411.212,6834796.220,6.317,10.887,10.842
146411.053,6834796.158,6.314,10.879,10.842
146410.892,6834796.084,6.318,10.879,10.839
146410.700,6834795.993,6.329,10.885,10.833
146410.544,6834795.912,6.342,10.894,10.824
146410.379,6834795.838,6.331,10.880,10.828
146410.221,6834795.751,6.328,10.875,10.853
146410.068,6834795.663,6.329,10.875,10.822
146409.916,6834795.588,6.326,10.872,10.823
146409.756,6834795.514,6.322,10.869,10.818
146409.621,6834795.443,6.336,10.884,10.820
146409.499,6834795.372,6.337,10.886,10.826
146409.384,6834795.325,6.348,10.898,10.829
146409.249,6834795.248,6.325,10.878,10.833
146409.150,6834795.194,6.318,10.872,10.840
146409.059,6834795.138,6.319,10.874,10.842
146408.957,6834795.091,6.323,10.879,10.834
146408.866,6834795.035,6.327,10.883,10.832
146408.771,6834794.980,6.336,10.892,10.835
146408.670,6834794.939,6.339,10.895,10.844
146408.545,6834794.880,6.330,10.885,10.838
146408.425,6834794.834,6.329,10.883,10.834
146408.297,6834794.789,6.333,10.886,10.831
146408.165,6834794.737,6.326,10.878,10.826
146408.025,6834794.699,6.327,10.876,10.853
146407.849,6834794.646,6.330,10.876,10.812
146407.674,6834794.598,6.330,10.873,10.806
146407.491,6834794.552,6.331,10.871,10.808
146407.329,6834794.510,6.341,10.878,10.834
146407.176,6834794.467,6.339,10.874,10.821
146407.014,6834794.425,6.337,10.870,10.826
146406.860,6834794.375,6.350,10.882,10.830
146406.680,6834794.322,6.345,10.877,10.835
146406.534,6834794.259,6.346,10.878,10.831
146406.389,6834794.215,6.348,10.881,10.834
146406.247,6834794.158,6.351,10.887,10.843
146406.110,6834794.108,6.352,10.891,10.846
146405.977,6834794.056,6.352,10.896,10.876
146405.827,6834794.000,6.347,10.898,10.858
146405.703,6834793.948,6.357,10.913,10.881
146405.584,6834793.908,6.359,10.920,10.877
146405.468,6834793.855,6.360,10.928,10.884
146405.340,6834793.803,6.355,10.930,10.887
146405.224,6834793.750,6.358,10.939,10.886
146405.119,6834793.722,6.355,10.941,10.886
146405.008,6834793.675,6.350,10.941,10.889
146404.893,6834793.635,6.340,10.935,10.887
146404.757,6834793.590,6.336,10.933,10.898
146404.637,6834793.544,6.336,10.935,10.884
146404.509,6834793.498,6.336,10.935,10.881
146404.386,6834793.453,6.358,10.957,10.873
146404.252,6834793.395,6.331,10.929,10.883
146404.111,6834793.338,6.333,10.929,10.861
146403.942,6834793.271,6.317,10.910,10.865
146403.800,6834793.208,6.316,10.904,10.854
146403.649,6834793.145,6.319,10.905,10.848
146403.498,6834793.083,6.342,10.922,10.847
146403.317,6834793.011,6.316,10.892,10.841
146403.171,6834792.954,6.312,10.885,10.839
146403.021,6834792.904,6.319,10.887,10.843
146402.867,6834792.855,6.314,10.879,10.841
146402.727,6834792.817,6.331,10.894,10.829
146402.530,6834792.759,6.312,10.871,10.808
146402.389,6834792.715,6.311,10.869,10.799
146402.249,6834792.677,6.303,10.860,10.791
146402.113,6834792.632,6.288,10.843,10.792
146401.960,6834792.596,6.289,10.844,10.790
146401.820,6834792.552,6.287,10.842,10.793
146401.689,6834792.519,6.292,10.848,10.778
146401.561,6834792.474,6.295,10.853,10.765
146401.412,6834792.437,6.307,10.866,10.768
146401.277,6834792.399,6.282,10.842,10.778
146401.150,6834792.366,6.278,10.840,10.791
146401.020,6834792.340,6.287,10.851,10.790
146400.867,6834792.310,6.286,10.851,10.798
146400.732,6834792.278,6.282,10.850,10.819
146400.602,6834792.252,6.316,10.885,10.820
146400.472,6834792.226,6.307,10.877,10.815
146400.337,6834792.200,6.299,10.870,10.819
146400.203,6834792.174,6.306,10.878,10.824
146400.037,6834792.139,6.315,10.888,10.825
146399.898,6834792.114,6.316,10.889,10.840
146399.755,6834792.083,6.325,10.897,10.829
146399.608,6834792.058,6.324,10.896,10.833
146399.454,6834792.015,6.321,10.892,10.839
146399.281,6834791.981,6.328,10.898,10.849
146399.124,6834791.944,6.336,10.907,10.853
146398.972,6834791.914,6.334,10.905,10.860
146398.810,6834791.872,6.346,10.917,10.869
146398.657,6834791.835,6.348,10.920,10.868
146398.509,6834791.798,6.347,10.920,10.873
146398.360,6834791.755,6.351,10.924,10.874
146398.198,6834791.713,6.366,10.940,10.883
146398.066,6834791.668,6.363,10.938,10.885
146397.939,6834791.628,6.361,10.937,10.889
146397.819,6834791.582,6.360,10.936,10.893
146397.705,6834791.542,6.358,10.934,10.899
146397.575,6834791.478,6.370,10.946,10.894
146397.469,6834791.436,6.366,10.942,10.902
146397.370,6834791.382,6.368,10.942,10.896
146397.268,6834791.340,6.370,10.942,10.892
146397.156,6834791.287,6.366,10.935,10.890
146397.032,6834791.235,6.370,10.935,10.892
146396.912,6834791.182,6.370,10.932,10.885
146396.788,6834791.137,6.371,10.927,10.881
146396.655,6834791.079,6.370,10.922,10.892
146396.518,6834791.028,6.374,10.920,10.864
146396.342,6834790.968,6.373,10.913,10.861
146396.192,6834790.918,6.362,10.897,10.846
146396.024,6834790.857,6.362,10.892,10.850
146395.858,6834790.816,6.367,10.893,10.842
146395.688,6834790.768,6.382,10.904,10.840
146395.518,6834790.733,6.402,10.921,10.837
146395.314,6834790.695,6.366,10.883,10.831
146395.141,6834790.666,6.364,10.880,10.824
146394.973,6834790.650,6.370,10.887,10.821
146394.810,6834790.640,6.367,10.886,10.820
146394.648,6834790.636,6.371,10.893,10.824
146394.468,6834790.622,6.373,10.899,10.833
146394.319,6834790.623,6.378,10.909,10.843
146394.177,6834790.617,6.366,10.902,10.852
146394.036,6834790.611,6.360,10.901,10.860
146393.903,6834790.605,6.368,10.916,10.861
146393.758,6834790.600,6.382,10.937,10.869
146393.642,6834790.585,6.368,10.928,10.874
146393.525,6834790.570,6.363,10.928,10.878
146393.403,6834790.544,6.360,10.929,10.880
146393.272,6834790.511,6.358,10.932,10.888
146393.150,6834790.485,6.357,10.934,10.888
146393.036,6834790.444,6.358,10.935,10.884
146392.907,6834790.393,6.354,10.933,10.889
146392.779,6834790.347,6.359,10.937,10.891
146392.650,6834790.289,6.385,10.962,10.891
146392.495,6834790.227,6.358,10.933,10.890
146392.348,6834790.158,6.368,10.940,10.883
146392.210,6834790.094,6.433,11.003,10.883
146392.059,6834790.032,6.361,10.927,10.884
146391.908,6834789.963,6.363,10.927,10.874
146391.756,6834789.894,6.367,10.928,10.873
146391.570,6834789.822,6.394,10.953,10.874
146391.419,6834789.754,6.389,10.946,10.873
146391.264,6834789.698,6.376,10.931,10.870
146391.114,6834789.642,6.364,10.919,10.871
146390.960,6834789.593,6.368,10.921,10.874
146390.794,6834789.544,6.377,10.930,10.873
146390.653,6834789.500,6.377,10.929,10.870
146390.517,6834789.462,6.375,10.927,10.872
146390.382,6834789.424,6.398,10.949,10.879
146390.247,6834789.398,6.383,10.934,10.883
146390.120,6834789.365,6.377,10.927,10.884
146389.946,6834789.324,6.382,10.931,10.884
146389.816,6834789.305,6.385,10.934,10.884
146389.690,6834789.278,6.390,10.938,10.893
146389.542,6834789.248,6.389,10.937,10.889
146389.402,6834789.210,6.390,10.938,10.894
146389.277,6834789.190,6.403,10.951,10.888
146389.138,6834789.158,6.409,10.957,10.894
146389.002,6834789.120,6.419,10.967,10.896
146388.867,6834789.088,6.400,10.949,10.894
146388.701,6834789.046,6.393,10.943,10.905
146388.568,6834788.995,6.394,10.944,10.918
146388.427,6834788.944,6.405,10.956,10.922
146388.291,6834788.906,6.419,10.971,10.920
146388.153,6834788.849,6.427,10.980,10.916
146387.994,6834788.781,6.455,11.009,10.921
146387.865,6834788.729,6.429,10.984,10.927
146387.728,6834788.678,6.430,10.987,10.950
146387.590,6834788.614,6.424,10.982,10.936
146387.457,6834788.563,6.424,10.983,10.946
146387.320,6834788.506,6.427,10.988,10.940
146387.182,6834788.449,6.428,10.991,10.939
146387.027,6834788.387,6.432,10.996,10.939
146386.890,6834788.336,6.447,11.012,10.942
146386.757,6834788.278,6.449,11.016,10.932
146386.620,6834788.227,6.424,10.992,10.933
146386.492,6834788.182,6.421,10.990,10.939
146386.337,6834788.120,6.423,10.992,10.948
146386.204,6834788.068,6.450,11.019,10.942
146386.080,6834788.022,6.420,10.988,10.939
146385.954,6834787.990,6.417,10.985,10.941
146385.808,6834787.939,6.418,10.985,10.942
146385.681,6834787.900,6.420,10.986,10.935
146385.554,6834787.861,6.421,10.986,10.932
146385.432,6834787.835,6.426,10.990,10.934
146385.260,6834787.780,6.448,11.011,10.935
146385.138,6834787.747,6.433,10.996,10.926
146385.011,6834787.708,6.427,10.989,10.925
146384.882,6834787.657,6.421,10.982,10.921
146384.759,6834787.617,6.409,10.970,10.920
146384.609,6834787.561,6.406,10.966,10.918
146384.480,6834787.509,6.408,10.967,10.913
146384.308,6834787.442,6.406,10.964,10.935
146384.174,6834787.378,6.410,10.966,10.909
146384.037,6834787.328,6.415,10.971,10.903
146383.899,6834787.270,6.405,10.960,10.912
146383.754,6834787.220,6.411,10.966,10.910
146383.616,6834787.163,6.408,10.963,10.916
146383.444,6834787.096,6.420,10.974,10.908
146383.298,6834787.040,6.429,10.984,10.897
146383.147,6834786.977,6.414,10.968,10.893
146383.000,6834786.908,6.399,10.954,10.899
146382.853,6834786.845,6.391,10.948,10.904
146382.703,6834786.789,6.398,10.956,10.901
146382.538,6834786.715,6.390,10.950,10.906
146382.396,6834786.652,6.386,10.949,10.905
146382.258,6834786.595,6.390,10.955,10.918
146382.120,6834786.537,6.403,10.970,10.919
146381.992,6834786.486,6.417,10.987,10.926
146381.841,6834786.423,6.425,10.997,10.928
146381.717,6834786.371,6.408,10.981,10.927
146381.593,6834786.319,6.400,10.975,10.929
146381.477,6834786.266,6.403,10.979,10.927
146381.352,6834786.214,6.426,11.002,10.926
146381.209,6834786.144,6.405,10.981,10.923
146381.089,6834786.092,6.401,10.977,10.909
146380.963,6834786.021,6.396,10.971,10.907
146380.834,6834785.962,6.394,10.967,10.909
146380.678,6834785.888,6.394,10.966,10.918
146380.540,6834785.824,6.394,10.964,10.917
146380.401,6834785.760,6.394,10.963,10.915
146380.263,6834785.697,6.394,10.961,10.917
146380.117,6834785.634,6.396,10.961,10.917
146379.974,6834785.571,6.400,10.965,10.925
146379.828,6834785.514,6.404,10.968,10.922
146379.668,6834785.440,6.402,10.966,10.921
146379.530,6834785.383,6.407,10.972,10.923
146379.396,6834785.319,6.417,10.982,10.915
146379.268,6834785.267,6.414,10.980,10.930
146379.148,6834785.214,6.409,10.976,10.919
146379.005,6834785.145,6.407,10.974,10.917
146378.893,6834785.092,6.396,10.965,10.913
146378.781,6834785.038,6.399,10.968,10.912
146378.678,6834784.984,6.412,10.981,10.912
146378.566,6834784.924,6.389,10.958,10.915
146378.454,6834784.871,6.385,10.954,10.906
146378.325,6834784.807,6.385,10.954,10.935
146378.213,6834784.747,6.383,10.951,10.907
146378.092,6834784.688,6.379,10.946,10.910
146377.971,6834784.623,6.383,10.950,10.907
146377.846,6834784.564,6.399,10.964,10.911
146377.694,6834784.495,6.390,10.954,10.901
146377.560,6834784.431,6.399,10.960,10.901
146377.426,6834784.367,6.405,10.964,10.904
146377.288,6834784.297,6.391,10.948,10.908
146377.149,6834784.234,6.388,10.943,10.900
146376.989,6834784.159,6.387,10.939,10.897
146376.850,6834784.083,6.390,10.939,10.893
146376.707,6834784.014,6.392,10.940,10.885
146376.572,6834783.943,6.417,10.963,10.877
146376.430,6834783.880,6.396,10.940,10.876
146376.287,6834783.817,6.389,10.933,10.874
146376.127,6834783.749,6.387,10.929,10.875
146375.986,6834783.692,6.396,10.938,10.878
146375.849,6834783.641,6.406,10.949,10.883
146375.708,6834783.597,6.390,10.934,10.893
146375.571,6834783.546,6.383,10.928,10.881
146375.435,6834783.501,6.381,10.929,10.900
146375.285,6834783.452,6.382,10.932,10.877
146375.155,6834783.426,6.387,10.940,10.880
146375.023,6834783.381,6.373,10.929,10.873
146374.895,6834783.341,6.369,10.929,10.873
146374.747,6834783.304,6.377,10.940,10.878
146374.620,6834783.272,6.396,10.962,10.892
146374.493,6834783.239,6.375,10.944,10.887
146374.361,6834783.194,6.374,10.945,10.886
146374.234,6834783.155,6.366,10.939,10.896
146374.105,6834783.103,6.365,10.939,10.898
146373.947,6834783.048,6.370,10.945,10.900
146373.814,6834782.996,6.399,10.974,10.939
146373.672,6834782.940,6.371,10.946,10.892
146373.533,6834782.870,6.369,10.943,10.888
146373.392,6834782.819,6.369,10.943,10.894
146373.249,6834782.743,6.369,10.942,10.894
146373.080,6834782.670,6.364,10.937,10.897
146372.942,6834782.606,6.369,10.942,10.894
146372.799,6834782.537,6.371,10.944,10.902
146372.660,6834782.467,6.368,10.943,10.896
146372.526,6834782.403,6.366,10.940,10.899
146372.396,6834782.338,6.362,10.938,10.903
146372.253,6834782.269,6.365,10.941,10.904
146372.136,6834782.203,6.383,10.960,10.906
146372.020,6834782.144,6.368,10.945,10.911
146371.912,6834782.084,6.364,10.942,10.904
146371.808,6834782.023,6.372,10.949,10.903
146371.701,6834781.976,6.369,10.945,10.902
146371.584,6834781.910,6.369,10.943,10.902
146371.474,6834781.869,6.370,10.942,10.912
146371.340,6834781.812,6.384,10.954,10.889
146371.182,6834781.756,6.380,10.946,10.887
146371.059,6834781.717,6.382,10.943,10.885
146370.923,6834781.685,6.368,10.925,10.895
146370.761,6834781.636,6.359,10.911,10.865
146370.613,6834781.606,6.367,10.913,10.866
146370.430,6834781.559,6.377,10.917,10.857
146370.242,6834781.507,6.369,10.903,10.858
146370.076,6834781.471,6.367,10.896,10.860
146369.905,6834781.423,6.375,10.901,10.849
146369.730,6834781.376,6.375,10.897,10.849
146369.559,6834781.322,6.371,10.892,10.847
146369.388,6834781.268,6.374,10.894,10.849
146369.195,6834781.210,6.387,10.908,10.849
146369.037,6834781.167,6.389,10.912,10.856
146368.879,6834781.112,6.391,10.917,10.866
146368.733,6834781.055,6.412,10.942,10.864
146368.591,6834781.005,6.397,10.932,10.874
146368.437,6834780.955,6.399,10.941,10.878
146368.318,6834780.909,6.392,10.941,10.891
146368.203,6834780.863,6.418,10.971,10.901
146368.093,6834780.828,6.388,10.948,10.912
146367.995,6834780.780,6.392,10.955,10.919
146367.893,6834780.745,6.399,10.967,10.921
146367.786,6834780.691,6.403,10.975,10.923
146367.692,6834780.649,6.418,10.992,10.928
146367.589,6834780.595,6.405,10.981,10.932
146367.482,6834780.547,6.402,10.979,10.930
146367.367,6834780.494,6.402,10.978,10.945
146367.246,6834780.442,6.402,10.978,10.932
146367.091,6834780.380,6.398,10.972,10.929
146366.959,6834780.335,6.405,10.978,10.936
146366.817,6834780.278,6.440,11.010,10.932
146366.668,6834780.228,6.418,10.985,10.931
146366.487,6834780.162,6.424,10.987,10.926
146366.329,6834780.113,6.427,10.988,10.928
146366.170,6834780.058,6.485,11.043,10.929
146366.007,6834780.003,6.424,10.979,10.926
146365.792,6834779.940,6.455,11.006,10.926
146365.625,6834779.879,6.439,10.988,10.930
146365.471,6834779.830,6.436,10.984,10.933
146365.314,6834779.794,6.433,10.980,10.937
146365.142,6834779.733,6.434,10.980,10.939
146364.993,6834779.690,6.443,10.989,10.941
146364.861,6834779.645,6.440,10.987,10.947
146364.729,6834779.606,6.444,10.991,10.957
146364.601,6834779.561,6.451,11.000,10.956
146364.479,6834779.534,6.472,11.022,10.959
146364.343,6834779.490,6.482,11.034,10.982
146364.234,6834779.462,6.466,11.020,10.983
146364.116,6834779.434,6.462,11.019,10.980
146364.003,6834779.407,6.469,11.029,10.982
146363.889,6834779.379,6.484,11.047,10.992
146363.750,6834779.348,6.485,11.051,10.997
146363.627,6834779.315,6.472,11.040,10.997
146363.501,6834779.288,6.472,11.041,11.003
146363.373,6834779.243,6.471,11.042,10.997
146363.246,6834779.197,6.480,11.050,11.003
146363.087,6834779.148,6.495,11.065,10.999
146362.954,6834779.091,6.501,11.069,10.999
146362.817,6834779.033,6.492,11.058,11.003
146362.678,6834778.970,6.496,11.059,11.013
146362.536,6834778.907,6.506,11.067,11.023
146362.370,6834778.820,6.516,11.073,11.029
146362.226,6834778.744,6.519,11.073,11.026
146362.057,6834778.664,6.528,11.080,11.027
146361.888,6834778.591,6.527,11.078,11.026
146361.741,6834778.522,6.525,11.075,11.028
146361.595,6834778.465,6.524,11.074,11.035
146361.449,6834778.415,6.527,11.078,11.031
146361.273,6834778.349,6.527,11.080,11.033
146361.127,6834778.299,6.522,11.078,11.043
146360.986,6834778.248,6.523,11.082,11.047
146360.841,6834778.198,6.520,11.082,11.049
146360.652,6834778.139,6.520,11.087,11.043
146360.515,6834778.094,6.513,11.085,11.041
146360.383,6834778.049,6.527,11.102,11.052
146360.243,6834778.012,6.507,11.086,11.043
146360.116,6834777.972,6.496,11.078,11.037
146359.945,6834777.925,6.493,11.078,11.017
146359.818,6834777.886,6.489,11.075,11.023
146359.692,6834777.859,6.475,11.062,11.021
146359.542,6834777.810,6.464,11.051,10.998
146359.412,6834777.784,6.456,11.042,10.997
146359.276,6834777.745,6.455,11.040,10.992
146359.141,6834777.713,6.457,11.040,11.006
146359.005,6834777.675,6.459,11.039,11.033
146358.848,6834777.633,6.462,11.039,10.999
146358.704,6834777.601,6.466,11.040,10.998
146358.560,6834777.564,6.472,11.043,11.004
146358.416,6834777.533,6.479,11.047,11.007
146358.268,6834777.496,6.494,11.058,11.015
146358.103,6834777.460,6.509,11.070,11.011
146357.955,6834777.430,6.519,11.077,11.010
146357.811,6834777.398,6.502,11.057,11.008
146357.668,6834777.374,6.522,11.076,11.016
146357.524,6834777.343,6.501,11.052,11.016
146357.356,6834777.314,6.511,11.061,11.007
146357.212,6834777.283,6.500,11.049,11.007
146357.065,6834777.258,6.506,11.053,11.002
146356.922,6834777.234,6.510,11.058,11.020
146356.770,6834777.210,6.521,11.070,10.996
146356.623,6834777.185,6.529,11.079,11.003
146356.458,6834777.150,6.522,11.074,11.003
146356.315,6834777.125,6.518,11.073,11.013
146356.171,6834777.088,6.518,11.075,11.024
146356.028,6834777.063,6.519,11.078,11.039
146355.888,6834777.025,6.538,11.101,11.035
146355.722,6834776.989,6.518,11.082,11.039
146355.574,6834776.952,6.518,11.084,11.041
146355.439,6834776.920,6.528,11.096,11.048
146355.295,6834776.889,6.553,11.123,11.053
146355.154,6834776.845,6.531,11.104,11.053
146354.992,6834776.797,6.525,11.100,11.056
146354.852,6834776.752,6.541,11.118,11.060
146354.715,6834776.701,6.535,11.114,11.057
146354.577,6834776.644,6.519,11.098,11.058
146354.441,6834776.600,6.531,11.111,11.064
146354.286,6834776.538,6.542,11.121,11.058
146354.152,6834776.473,6.533,11.112,11.069
146354.022,6834776.409,6.526,11.104,11.054
146353.893,6834776.357,6.528,11.104,11.056
146353.762,6834776.280,6.529,11.103,11.052
146353.633,6834776.216,6.536,11.107,11.053
146353.507,6834776.145,6.529,11.096,11.054
146353.365,6834776.049,6.526,11.089,11.047
146353.243,6834775.971,6.532,11.092,11.046
146353.121,6834775.893,6.527,11.082,11.036
146352.998,6834775.816,6.524,11.075,11.018
146352.883,6834775.730,6.519,11.067,11.017
146352.743,6834775.641,6.524,11.067,11.022
146352.621,6834775.570,6.515,11.055,11.006
146352.494,6834775.486,6.520,11.056,11.002
146352.368,6834775.415,6.535,11.068,10.998
146352.237,6834775.344,6.533,11.064,10.996
146352.077,6834775.270,6.511,11.041,10.977
146351.937,6834775.194,6.500,11.029,10.976
146351.795,6834775.130,6.515,11.045,10.974
146351.649,6834775.074,6.492,11.023,10.975
146351.485,6834775.006,6.491,11.023,10.989
146351.343,6834774.949,6.487,11.020,10.966
146351.205,6834774.892,6.497,11.033,10.965
146351.068,6834774.835,6.486,11.024,10.961
146350.931,6834774.784,6.487,11.028,10.950
146350.802,6834774.732,6.497,11.041,10.963
146350.656,6834774.676,6.472,11.020,10.958
146350.533,6834774.636,6.468,11.018,10.976
146350.418,6834774.590,6.457,11.010,10.965
146350.304,6834774.556,6.453,11.010,10.963
146350.189,6834774.515,6.446,11.006,10.961
146350.058,6834774.477,6.446,11.009,10.966
146349.939,6834774.437,6.443,11.008,10.964
146349.821,6834774.403,6.448,11.015,10.960
146349.697,6834774.357,6.434,11.002,10.962
146349.565,6834774.312,6.426,10.995,10.955
146349.411,6834774.263,6.423,10.993,10.946
146349.270,6834774.219,6.422,10.992,10.940
146349.125,6834774.169,6.448,11.017,10.941
146348.975,6834774.113,6.422,10.990,10.962
146348.821,6834774.063,6.414,10.980,10.926
146348.667,6834774.008,6.403,10.968,10.922
146348.481,6834773.936,6.393,10.957,10.909
146348.299,6834773.864,6.384,10.946,10.915
146348.122,6834773.791,6.399,10.960,10.901
146347.967,6834773.729,6.387,10.949,10.892
146347.824,6834773.659,6.375,10.938,10.892
146347.690,6834773.602,6.369,10.932,10.903
146347.561,6834773.537,6.373,10.937,10.892
146347.418,6834773.468,6.369,10.934,10.873
146347.305,6834773.402,6.365,10.931,10.865
146347.201,6834773.341,6.346,10.912,10.867
146347.105,6834773.273,6.338,10.905,10.861
146347.010,6834773.212,6.332,10.898,10.854
146346.923,6834773.150,6.332,10.898,10.849
146346.817,6834773.070,6.330,10.895,10.901
146346.723,6834773.016,6.322,10.884,10.826
146346.627,6834772.954,6.311,10.871,10.869
146346.519,6834772.894,6.295,10.851,10.807
146346.402,6834772.828,6.291,10.843,10.795
146346.260,6834772.765,6.291,10.839,10.786
146346.131,6834772.714,6.296,10.838,10.782
146345.980,6834772.651,6.276,10.813,10.764
146345.830,6834772.595,6.270,10.802,10.761
146345.664,6834772.547,6.269,10.796,10.741
146345.471,6834772.495,6.258,10.780,10.742
146345.297,6834772.454,6.257,10.777,10.722
146345.127,6834772.412,6.282,10.800,10.717
146344.957,6834772.377,6.266,10.783,10.717
146344.787,6834772.336,6.249,10.767,10.710
146344.596,6834772.303,6.227,10.748,10.707
146344.444,6834772.266,6.225,10.747,10.694
146344.300,6834772.235,6.223,10.749,10.692
146344.164,6834772.191,6.213,10.743,10.689
146344.037,6834772.158,6.199,10.734,10.696
146343.899,6834772.101,6.194,10.734,10.702
146343.785,6834772.060,6.201,10.745,10.691
146343.682,6834772.006,6.228,10.776,10.701
146343.580,6834771.965,6.196,10.748,10.678
146343.476,6834771.910,6.187,10.742,10.677
146343.350,6834771.839,6.177,10.738,10.670
146343.251,6834771.778,6.169,10.733,10.677
146343.146,6834771.712,6.158,10.725,10.680
146343.038,6834771.645,6.158,10.728,10.673
146342.924,6834771.573,6.150,10.720,10.667
146342.788,6834771.483,6.137,10.706,10.665
146342.674,6834771.405,6.134,10.702,10.664
146342.551,6834771.320,6.136,10.702,10.653
146342.424,6834771.237,6.125,10.687,10.635
146342.296,6834771.146,6.121,10.679,10.638
146342.147,6834771.058,6.123,10.676,10.633
146342.010,6834770.962,6.131,10.679,10.621
146341.875,6834770.886,6.126,10.671,10.629
146341.735,6834770.803,6.131,10.671,10.619
146341.573,6834770.722,6.153,10.689,10.590
146341.449,6834770.664,6.113,10.647,10.586
146341.275,6834770.591,6.108,10.639,10.587
146341.130,6834770.541,6.109,10.639,10.589
146340.984,6834770.484,6.115,10.644,10.591
146340.831,6834770.441,6.115,10.643,10.589
146340.656,6834770.400,6.120,10.649,10.594
146340.512,6834770.363,6.114,10.644,10.606
146340.373,6834770.331,6.119,10.650,10.597
146340.229,6834770.294,6.114,10.648,10.607
146340.093,6834770.256,6.113,10.650,10.609
146339.957,6834770.217,6.121,10.660,10.608
146339.807,6834770.161,6.131,10.674,10.609
146339.679,6834770.116,6.116,10.662,10.614
146339.558,6834770.057,6.112,10.660,10.621
146339.438,6834770.004,6.130,10.680,10.625
146339.322,6834769.945,6.133,10.685,10.623
146339.191,6834769.874,6.119,10.672,10.628
146339.083,6834769.814,6.120,10.673,10.628
146338.974,6834769.741,6.126,10.678,10.631
146338.866,6834769.675,6.127,10.678,10.627
146338.756,6834769.602,6.130,10.680,10.633
146338.647,6834769.529,6.135,10.683,10.634
146338.511,6834769.440,6.142,10.688,10.636
146338.392,6834769.355,6.146,10.690,10.642
146338.232,6834769.243,6.181,10.723,10.645
146338.109,6834769.158,6.146,10.687,10.642
146337.982,6834769.075,6.155,10.696,10.665
146337.849,6834768.978,6.159,10.700,10.645
146337.717,6834768.895,6.157,10.699,10.648
146337.577,6834768.806,6.150,10.694,10.655
146337.442,6834768.736,6.153,10.700,10.654
146337.281,6834768.655,6.155,10.705,10.658
146337.143,6834768.591,6.156,10.711,10.661
146337.001,6834768.535,6.163,10.722,10.668
146336.868,6834768.483,6.170,10.732,10.675
146336.737,6834768.444,6.166,10.733,10.681
146336.614,6834768.411,6.162,10.733,10.694
146336.466,6834768.374,6.169,10.745,10.695
146336.344,6834768.348,6.169,10.750,10.714
146336.218,6834768.321,6.165,10.749,10.723
146336.101,6834768.300,6.187,10.777,10.708
146335.989,6834768.285,6.186,10.781,10.728
146335.876,6834768.270,6.182,10.782,10.721
146335.746,6834768.244,6.180,10.785,10.727
146335.638,6834768.223,6.178,10.786,10.753
146335.531,6834768.182,6.170,10.781,10.740
146335.425,6834768.141,6.175,10.787,10.745
146335.314,6834768.094,6.185,10.797,10.744
146335.205,6834768.021,6.186,10.795,10.741
146335.069,6834767.938,6.193,10.798,10.748
146334.958,6834767.840,6.199,10.799,10.738
146334.838,6834767.749,6.196,10.789,10.737
146334.717,6834767.639,6.189,10.776,10.733
146334.597,6834767.541,6.195,10.773,10.727
146334.468,6834767.438,6.210,10.780,10.727
146334.310,6834767.306,6.212,10.773,10.727
146334.173,6834767.204,6.222,10.773,10.727
146334.007,6834767.079,6.217,10.760,10.717
146333.838,6834766.961,6.220,10.755,10.719
146333.692,6834766.860,6.224,10.752,10.717
146333.548,6834766.771,6.226,10.751,10.714
146333.402,6834766.676,6.232,10.753,10.717
146333.231,6834766.577,6.262,10.782,10.735
146333.087,6834766.495,6.253,10.773,10.707
146332.944,6834766.432,6.239,10.760,10.725
146332.805,6834766.356,6.240,10.763,10.725
146332.676,6834766.304,6.245,10.771,10.733
146332.530,6834766.241,6.256,10.786,10.745
146332.414,6834766.194,6.267,10.799,10.757
146332.299,6834766.148,6.262,10.797,10.770
146332.197,6834766.106,6.270,10.808,10.760
146332.095,6834766.058,6.281,10.821,10.769
146331.979,6834766.006,6.285,10.826,10.778
146331.885,6834765.957,6.297,10.839,10.806
146331.790,6834765.902,6.294,10.837,10.799
146331.696,6834765.853,6.297,10.838,10.799
146331.596,6834765.792,6.307,10.847,10.807
146331.497,6834765.738,6.321,10.858,10.802
146331.371,6834765.660,6.329,10.862,10.814
146331.257,6834765.588,6.317,10.847,10.806
146331.140,6834765.516,6.325,10.850,10.802
146331.017,6834765.438,6.329,10.851,10.807
146330.886,6834765.361,6.343,10.861,10.803
146330.755,6834765.284,6.336,10.849,10.805
146330.593,6834765.191,6.340,10.851,10.814
146330.454,6834765.114,6.340,10.849,10.814
146330.310,6834765.038,6.341,10.849,10.816
146330.166,6834764.962,6.349,10.858,10.808
146330.028,6834764.892,6.346,10.855,10.810
146329.858,6834764.813,6.347,10.859,10.820
146329.715,6834764.743,6.346,10.863,10.823
146329.577,6834764.679,6.347,10.869,10.829
146329.448,6834764.621,6.355,10.882,10.844
146329.310,6834764.564,6.363,10.898,10.855
146329.162,6834764.489,6.354,10.897,10.857
146329.034,6834764.443,6.358,10.909,10.864
146328.923,6834764.396,6.362,10.923,10.874
