Easting,Northing,Depth (Proc),Primary Depth,Secondary Depth
146483.214,6834759.452,6.410,11.071,11.009
146483.049,6834759.372,6.410,11.069,11.020
146482.892,6834759.291,6.412,11.069,11.058
146482.731,6834759.211,6.416,11.072,11.035
146482.533,6834759.101,6.435,11.091,11.020
146482.381,6834759.026,6.428,11.085,11.027
146482.238,6834758.957,6.424,11.083,10.999
146482.103,6834758.886,6.413,11.073,11.002
146481.955,6834758.811,6.415,11.078,11.026
146481.826,6834758.753,6.414,11.080,11.003
146481.702,6834758.701,6.400,11.067,11.001
146481.582,6834758.648,6.396,11.066,11.003
146481.455,6834758.609,6.382,11.053,11.006
146481.332,6834758.576,6.384,11.057,10.987
146481.184,6834758.539,6.381,11.056,11.008
146481.053,6834758.513,6.380,11.055,10.998
146480.914,6834758.481,6.377,11.053,10.991
146480.772,6834758.463,6.370,11.047,10.993
146480.623,6834758.426,6.368,11.046,10.997
146480.445,6834758.392,6.386,11.064,10.993
146480.292,6834758.349,6.392,11.071,10.982
146480.135,6834758.312,6.380,11.060,10.979
146479.973,6834758.270,6.383,11.064,10.976
146479.790,6834758.224,6.394,11.076,10.976
146479.636,6834758.174,6.396,11.079,10.987
146479.488,6834758.143,6.388,11.071,11.003
146479.335,6834758.100,6.402,11.085,11.010
146479.191,6834758.063,6.392,11.074,11.014
146479.042,6834758.026,6.384,11.065,11.024
146478.877,6834757.991,6.393,11.072,11.019
146478.737,6834757.953,6.385,11.061,11.018
146478.598,6834757.921,6.379,11.053,11.006
146478.461,6834757.877,6.369,11.039,10.981
146478.320,6834757.826,6.371,11.037,10.979
146478.162,6834757.771,6.375,11.037,10.980
146478.029,6834757.719,6.379,11.035,10.969
146477.886,6834757.656,6.405,11.058,10.965
146477.745,6834757.599,6.376,11.025,10.961
146477.567,6834757.520,6.379,11.024,10.956
146477.425,6834757.470,6.380,11.023,10.957
146477.279,6834757.407,6.387,11.029,10.968
146477.128,6834757.344,6.386,11.026,10.964
146476.987,6834757.294,6.386,11.025,10.931
146476.837,6834757.244,6.406,11.044,10.915
146476.695,6834757.187,6.376,11.013,10.916
146476.528,6834757.126,6.365,11.001,10.910
146476.391,6834757.075,6.362,10.997,10.947
146476.252,6834757.012,6.372,11.006,10.922
146476.116,6834756.967,6.380,11.014,10.937
146475.979,6834756.910,6.388,11.021,10.931
146475.815,6834756.849,6.370,11.003,10.937
146475.678,6834756.798,6.382,11.016,10.944
146475.541,6834756.747,6.380,11.014,10.942
146475.396,6834756.703,6.369,11.005,10.940
146475.251,6834756.653,6.378,11.015,10.952
146475.111,6834756.615,6.460,11.098,10.947
146474.940,6834756.561,6.363,11.003,10.943
146474.791,6834756.524,6.378,11.019,10.938
146474.643,6834756.487,6.372,11.014,10.934
146474.499,6834756.449,6.357,10.999,10.944
146474.346,6834756.413,6.358,11.001,10.950
146474.202,6834756.375,6.362,11.005,10.950
146474.027,6834756.328,6.376,11.019,10.961
146473.878,6834756.291,6.376,11.019,10.958
146473.726,6834756.254,6.372,11.016,10.968
146473.572,6834756.211,6.377,11.022,10.975
146473.420,6834756.174,6.391,11.038,10.979
146473.275,6834756.131,6.384,11.033,10.994
146473.105,6834756.089,6.385,11.037,10.995
146472.964,6834756.045,6.393,11.048,10.993
146472.824,6834756.007,6.413,11.070,10.989
146472.684,6834755.969,6.379,11.040,10.990
146472.532,6834755.933,6.377,11.041,10.980
146472.405,6834755.900,6.382,11.047,10.995
146472.274,6834755.868,6.384,11.051,10.986
146472.147,6834755.835,6.382,11.050,10.986
146472.024,6834755.795,6.372,11.041,10.982
146471.896,6834755.750,6.366,11.035,10.966
146471.751,6834755.700,6.371,11.040,10.972
146471.623,6834755.654,6.358,11.025,10.951
146471.487,6834755.610,6.361,11.026,10.971
146471.305,6834755.538,6.350,11.011,10.935
146471.160,6834755.487,6.354,11.012,10.929
146471.014,6834755.431,6.345,10.998,10.918
146470.859,6834755.375,6.329,10.979,10.895
146470.679,6834755.316,6.348,10.993,10.908
146470.525,6834755.266,6.332,10.973,10.909
146470.367,6834755.217,6.312,10.950,10.845
146470.157,6834755.161,6.303,10.937,10.841
146469.999,6834755.118,6.308,10.941,10.840
146469.851,6834755.087,6.323,10.954,10.903
146469.698,6834755.044,6.328,10.957,10.858
146469.536,6834754.996,6.338,10.966,10.857
146469.396,6834754.958,6.331,10.958,10.901
146469.260,6834754.913,6.334,10.959,10.892
146469.127,6834754.862,6.344,10.968,10.904
146468.996,6834754.830,6.333,10.955,10.919
146468.860,6834754.785,6.342,10.963,10.840
146468.724,6834754.747,6.327,10.947,10.856
146468.566,6834754.704,6.380,10.999,10.851
146468.431,6834754.672,6.312,10.930,10.841
146468.282,6834754.629,6.297,10.914,10.815
146468.138,6834754.591,6.288,10.905,10.805
146467.989,6834754.554,6.312,10.929,10.804
146467.831,6834754.505,6.289,10.905,10.827
146467.660,6834754.451,6.285,10.902,10.836
146467.502,6834754.402,6.279,10.897,10.845
146467.349,6834754.359,6.297,10.916,10.814
146467.199,6834754.310,6.301,10.921,10.849
146467.023,6834754.249,6.301,10.923,10.862
146466.851,6834754.189,6.314,10.937,10.871
146466.705,6834754.133,6.306,10.929,10.870
146466.520,6834754.067,6.307,10.932,10.881
146466.378,6834754.017,6.320,10.944,10.887
146466.232,6834753.960,6.317,10.941,10.886
146466.096,6834753.909,6.314,10.939,10.878
146465.932,6834753.848,6.307,10.933,10.879
146465.787,6834753.804,6.344,10.971,10.888
146465.642,6834753.760,6.327,10.957,10.872
146465.497,6834753.710,6.336,10.967,10.872
146465.321,6834753.656,6.313,10.948,10.883
146465.172,6834753.613,6.293,10.930,10.888
146465.023,6834753.563,6.294,10.933,10.863
146464.879,6834753.526,6.299,10.942,10.850
146464.733,6834753.476,6.323,10.967,10.844
146464.580,6834753.439,6.252,10.898,10.839
146464.440,6834753.395,6.250,10.897,10.833
146464.273,6834753.347,6.271,10.918,10.832
146464.129,6834753.309,6.237,10.884,10.829
146463.984,6834753.265,6.234,10.880,10.816
146463.845,6834753.234,6.240,10.885,10.829
146463.678,6834753.186,6.223,10.866,10.806
146463.534,6834753.142,6.245,10.885,10.811
146463.389,6834753.104,6.223,10.861,10.839
146463.245,6834753.061,6.228,10.863,10.828
146463.095,6834753.011,6.229,10.862,10.833
146462.950,6834752.967,6.210,10.841,10.779
146462.766,6834752.908,6.208,10.838,10.771
146462.620,6834752.858,6.195,10.824,10.767
146462.466,6834752.808,6.196,10.824,10.759
146462.317,6834752.759,6.188,10.816,10.759
146462.166,6834752.703,6.196,10.823,10.760
146462.013,6834752.653,6.201,10.830,10.765
146461.867,6834752.603,6.217,10.847,10.782
146461.696,6834752.549,6.213,10.845,10.776
146461.545,6834752.487,6.219,10.853,10.783
146461.395,6834752.437,6.232,10.869,10.797
146461.254,6834752.386,6.237,10.877,10.806
146461.108,6834752.330,6.237,10.879,10.799
146460.967,6834752.279,6.236,10.882,10.811
146460.799,6834752.212,6.232,10.881,10.817
146460.662,6834752.161,6.236,10.888,10.827
146460.512,6834752.111,6.238,10.894,10.829
146460.370,6834752.055,6.229,10.888,10.840
146460.221,6834752.005,6.241,10.905,10.841
146460.075,6834751.955,6.242,10.909,10.837
146459.903,6834751.894,6.226,10.897,10.839
146459.758,6834751.850,6.252,10.926,10.850
146459.614,6834751.807,6.241,10.918,10.846
146459.465,6834751.763,6.226,10.905,10.845
146459.324,6834751.719,6.232,10.912,10.846
146459.180,6834751.682,6.215,10.895,10.839
146459.032,6834751.651,6.212,10.892,10.835
146458.862,6834751.616,6.228,10.907,10.836
146458.719,6834751.585,6.210,10.889,10.831
146458.567,6834751.554,6.213,10.892,10.823
146458.424,6834751.536,6.215,10.894,10.813
146458.282,6834751.517,6.215,10.893,10.811
146458.114,6834751.495,6.214,10.892,10.810
146457.975,6834751.476,6.203,10.881,10.804
146457.837,6834751.457,6.204,10.881,10.806
146457.708,6834751.444,6.205,10.880,10.803
146457.569,6834751.419,6.212,10.886,10.832
146457.410,6834751.402,6.199,10.869,10.820
146457.276,6834751.376,6.204,10.872,10.818
146457.136,6834751.345,6.212,10.877,10.812
146456.993,6834751.314,6.216,10.878,10.819
146456.848,6834751.270,6.208,10.867,10.817
146456.672,6834751.210,6.209,10.864,10.820
146456.521,6834751.148,6.204,10.856,10.761
146456.366,6834751.086,6.212,10.862,10.755
146456.211,6834751.024,6.185,10.834,10.742
146456.001,6834750.928,6.175,10.821,10.734
146455.844,6834750.847,6.160,10.805,10.738
146455.688,6834750.773,6.155,10.800,10.729
146455.536,6834750.697,6.165,10.810,10.696
146455.392,6834750.622,6.259,10.904,10.734
146455.218,6834750.536,6.154,10.799,10.708
146455.079,6834750.466,6.177,10.823,10.729
146454.940,6834750.390,6.175,10.822,10.737
146454.807,6834750.338,6.156,10.804,10.727
146454.678,6834750.274,6.162,10.811,10.721
146454.548,6834750.209,6.189,10.840,10.734
146454.376,6834750.149,6.158,10.811,10.751
146454.247,6834750.091,6.162,10.817,10.752
146454.118,6834750.039,6.166,10.824,10.770
146453.968,6834749.983,6.175,10.836,10.758
146453.841,6834749.950,6.184,10.847,10.754
146453.709,6834749.899,6.152,10.817,10.741
146453.577,6834749.860,6.137,10.803,10.747
146453.446,6834749.828,6.132,10.798,10.731
146453.285,6834749.792,6.132,10.797,10.730
146453.146,6834749.767,6.130,10.793,10.721
146453.003,6834749.736,6.135,10.797,10.735
146452.855,6834749.711,6.133,10.792,10.765
146452.704,6834749.687,6.147,10.803,10.720
146452.548,6834749.664,6.162,10.815,10.702
146452.356,6834749.618,6.147,10.796,10.745
146452.196,6834749.595,6.155,10.800,10.717
146452.027,6834749.560,6.146,10.788,10.717
146451.858,6834749.531,6.145,10.783,10.721
146451.693,6834749.496,6.165,10.801,10.684
146451.497,6834749.457,6.172,10.805,10.703
146451.327,6834749.415,6.168,10.799,10.687
146451.165,6834749.373,6.157,10.787,10.745
146451.003,6834749.325,6.156,10.786,10.709
146450.849,6834749.269,6.164,10.794,10.722
146450.677,6834749.215,6.182,10.813,10.723
146450.536,6834749.164,6.207,10.839,10.760
146450.397,6834749.094,6.194,10.827,10.745
146450.260,6834749.037,6.201,10.837,10.779
146450.131,6834748.985,6.204,10.842,10.801
146449.984,6834748.916,6.214,10.855,10.792
146449.855,6834748.858,6.221,10.866,10.816
146449.729,6834748.793,6.235,10.883,10.814
146449.612,6834748.728,6.234,10.886,10.827
146449.487,6834748.663,6.236,10.893,10.834
146449.362,6834748.604,6.240,10.900,10.852
146449.240,6834748.533,6.252,10.916,10.833
146449.110,6834748.468,6.267,10.934,10.826
146448.959,6834748.399,6.272,10.943,10.869
146448.826,6834748.342,6.309,10.983,10.851
146448.688,6834748.284,6.283,10.959,10.858
146448.550,6834748.221,6.275,10.952,10.935
146448.413,6834748.170,6.297,10.974,10.889
146448.245,6834748.109,6.314,10.990,10.943
146448.104,6834748.065,6.342,11.017,10.960
146447.934,6834748.017,6.335,11.006,10.956
146447.759,6834747.970,6.328,10.995,10.961
146447.602,6834747.934,6.348,11.011,10.969
146447.446,6834747.904,6.368,11.026,10.963
146447.289,6834747.867,6.375,11.028,10.973
146447.119,6834747.832,6.366,11.013,10.950
146446.932,6834747.792,6.378,11.020,10.955
146446.771,6834747.757,6.404,11.040,10.953
146446.605,6834747.715,6.397,11.028,10.954
146446.440,6834747.679,6.396,11.023,10.963
146446.278,6834747.637,6.400,11.023,10.943
146446.090,6834747.585,6.412,11.031,10.975
146445.932,6834747.542,6.401,11.018,10.965
146445.779,6834747.499,6.395,11.010,10.971
146445.626,6834747.456,6.403,11.017,10.972
146445.476,6834747.406,6.414,11.025,10.984
146445.327,6834747.357,6.425,11.036,10.989
146445.190,6834747.306,6.449,11.059,10.985
146445.048,6834747.249,6.458,11.067,10.971
146444.915,6834747.197,6.424,11.033,10.960
146444.755,6834747.123,6.430,11.039,10.957
146444.621,6834747.065,6.431,11.040,10.953
146444.487,6834746.995,6.424,11.034,10.953
146444.354,6834746.944,6.456,11.066,10.957
146444.215,6834746.867,6.419,11.030,10.953
146444.063,6834746.799,6.419,11.031,10.959
146443.925,6834746.735,6.419,11.032,10.965
146443.795,6834746.671,6.409,11.022,10.966
146443.661,6834746.607,6.410,11.024,10.975
146443.532,6834746.549,6.419,11.034,10.978
146443.399,6834746.491,6.424,11.040,10.985
146443.266,6834746.433,6.425,11.042,10.999
146443.110,6834746.365,6.440,11.058,10.996
146442.981,6834746.313,6.438,11.057,11.011
146442.844,6834746.262,6.451,11.071,11.024
146442.707,6834746.211,6.446,11.067,11.023
146442.571,6834746.167,6.447,11.070,11.022
146442.434,6834746.116,6.480,11.104,11.025
146442.272,6834746.067,6.460,11.086,11.034
146442.131,6834746.023,6.461,11.088,11.031
146441.996,6834745.991,6.459,11.086,11.036
146441.851,6834745.947,6.470,11.098,11.039
146441.708,6834745.916,6.456,11.085,11.043
146441.568,6834745.884,6.466,11.095,11.043
146441.395,6834745.850,6.488,11.117,11.031
146441.255,6834745.818,6.482,11.111,11.045
146441.107,6834745.788,6.486,11.114,11.026
146440.959,6834745.757,6.466,11.092,11.016
146440.811,6834745.720,6.461,11.086,11.018
146440.636,6834745.672,6.465,11.089,11.023
146440.483,6834745.636,6.466,11.087,11.024
146440.331,6834745.599,6.477,11.096,11.042
146440.173,6834745.557,6.491,11.109,11.025
146440.019,6834745.507,6.503,11.119,11.029
146439.800,6834745.445,6.492,11.106,11.036
146439.633,6834745.390,6.474,11.088,11.039
146439.475,6834745.341,6.480,11.094,11.044
146439.289,6834745.270,6.487,11.102,11.039
146439.131,6834745.214,6.508,11.125,11.047
146438.975,6834745.146,6.508,11.127,11.054
146438.825,6834745.090,6.512,11.135,11.075
146438.673,6834745.021,6.543,11.168,11.080
146438.508,6834744.941,6.537,11.168,11.105
146438.370,6834744.877,6.528,11.164,11.107
146438.233,6834744.826,6.529,11.169,11.108
146438.100,6834744.769,6.519,11.166,11.100
146437.975,6834744.716,6.524,11.175,11.102
146437.847,6834744.671,6.518,11.174,11.096
146437.706,6834744.620,6.509,11.171,11.101
146437.587,6834744.581,6.510,11.175,11.098
146437.464,6834744.535,6.523,11.192,11.099
146437.345,6834744.495,6.522,11.193,11.104
146437.221,6834744.449,6.512,11.185,11.104
146437.098,6834744.410,6.504,11.177,11.116
146436.944,6834744.354,6.514,11.186,11.112
146436.808,6834744.316,6.497,11.167,11.120
146436.658,6834744.266,6.501,11.168,11.124
146436.509,6834744.223,6.498,11.164,11.112
146436.343,6834744.174,6.496,11.159,11.109
146436.154,6834744.122,6.502,11.162,11.112
146435.974,6834744.069,6.511,11.170,11.120
146435.800,6834744.021,6.510,11.167,11.121
146435.625,6834743.974,6.522,11.178,11.114
146435.449,6834743.920,6.514,11.170,11.108
146435.243,6834743.857,6.520,11.176,11.119
146435.072,6834743.815,6.523,11.180,11.115
146434.905,6834743.761,6.536,11.195,11.131
146434.742,6834743.706,6.566,11.226,11.120
146434.585,6834743.663,6.541,11.204,11.125
146434.414,6834743.616,6.525,11.192,11.132
146434.269,6834743.572,6.513,11.182,11.128
146434.138,6834743.533,6.508,11.181,11.138
146434.012,6834743.507,6.509,11.185,11.136
146433.884,6834743.468,6.528,11.205,11.134
146433.745,6834743.436,6.504,11.183,11.133
146433.627,6834743.403,6.499,11.179,11.130
146433.514,6834743.381,6.511,11.191,11.139
146433.387,6834743.349,6.493,11.171,11.144
146433.266,6834743.328,6.491,11.168,11.132
146433.140,6834743.302,6.491,11.165,11.118
146432.983,6834743.266,6.507,11.177,11.102
146432.839,6834743.234,6.500,11.167,11.094
146432.692,6834743.210,6.486,11.149,11.096
146432.505,6834743.170,6.481,11.140,11.096
146432.349,6834743.140,6.496,11.151,11.073
146432.175,6834743.099,6.504,11.155,11.094
146432.001,6834743.065,6.483,11.132,11.078
146431.826,6834743.024,6.476,11.122,11.067
146431.625,6834742.966,6.476,11.121,11.066
146431.446,6834742.926,6.462,11.107,11.080
146431.284,6834742.877,6.468,11.114,11.035
146431.113,6834742.823,6.458,11.103,11.017
146430.933,6834742.770,6.451,11.100,11.012
146430.779,6834742.720,6.468,11.119,11.010
146430.638,6834742.676,6.479,11.132,11.012
146430.498,6834742.632,6.450,11.108,11.015
146430.366,6834742.593,6.424,11.084,11.028
146430.252,6834742.559,6.421,11.084,11.040
146430.111,6834742.509,6.411,11.078,11.021
146429.996,6834742.468,6.412,11.081,11.020
146429.890,6834742.427,6.409,11.081,11.021
146429.779,6834742.380,6.412,11.087,11.038
146429.664,6834742.334,6.407,11.084,11.032
146429.549,6834742.294,6.403,11.081,11.020
146429.409,6834742.249,6.402,11.081,11.009
146429.285,6834742.203,6.406,11.086,11.003
146429.156,6834742.152,6.407,11.086,11.009
146429.025,6834742.113,6.377,11.055,10.996
146428.881,6834742.076,6.354,11.030,10.991
146428.711,6834742.034,6.351,11.023,10.987
146428.557,6834741.991,6.345,11.014,10.975
146428.397,6834741.962,6.333,10.997,10.997
146428.236,6834741.932,6.357,11.017,10.955
146428.067,6834741.903,6.346,11.000,10.947
146427.868,6834741.865,6.353,11.001,10.955
146427.695,6834741.843,6.348,10.992,10.998
146427.523,6834741.821,6.376,11.014,10.942
146427.350,6834741.799,6.358,10.992,10.926
146427.147,6834741.773,6.345,10.975,10.931
146426.975,6834741.758,6.344,10.970,10.929
146426.808,6834741.748,6.344,10.968,10.921
146426.640,6834741.726,6.347,10.969,10.925
146426.451,6834741.712,6.359,10.980,10.922
146426.300,6834741.694,6.354,10.975,10.925
146426.141,6834741.677,6.363,10.986,10.921
146425.995,6834741.666,6.358,10.983,10.927
146425.852,6834741.647,6.356,10.982,10.923
146425.692,6834741.618,6.334,10.963,10.904
146425.557,6834741.592,6.327,10.957,10.927
146425.419,6834741.573,6.303,10.935,10.923
146425.288,6834741.541,6.290,10.923,10.927
146425.152,6834741.496,6.266,10.899,10.867
146424.990,6834741.448,6.252,10.886,10.822
146424.848,6834741.397,6.237,10.870,10.815
146424.708,6834741.353,6.221,10.854,10.797
146424.556,6834741.284,6.215,10.847,10.817
146424.410,6834741.228,6.215,10.845,10.787
146424.260,6834741.165,6.214,10.844,10.790
146424.077,6834741.087,6.217,10.846,10.784
146423.920,6834741.006,6.218,10.847,10.792
146423.765,6834740.937,6.220,10.849,10.780
146423.609,6834740.869,6.229,10.858,10.799
146423.453,6834740.794,6.247,10.877,10.815
146423.306,6834740.731,6.256,10.889,10.856
146423.137,6834740.652,6.284,10.919,10.879
146422.991,6834740.595,6.284,10.922,10.879
146422.849,6834740.538,6.293,10.934,10.888
146422.713,6834740.500,6.299,10.943,10.927
146422.573,6834740.456,6.324,10.972,10.931
146422.441,6834740.417,6.342,10.993,10.947
146422.293,6834740.386,6.356,11.011,10.963
146422.168,6834740.366,6.354,11.012,10.963
146422.042,6834740.340,6.362,11.022,10.964
146421.925,6834740.325,6.375,11.036,10.972
146421.804,6834740.311,6.376,11.037,10.978
146421.679,6834740.291,6.381,11.040,10.983
146421.532,6834740.273,6.377,11.034,10.987
146421.399,6834740.260,6.377,11.031,10.967
146421.261,6834740.241,6.378,11.028,10.954
146421.111,6834740.230,6.388,11.033,10.988
146420.933,6834740.196,6.384,11.024,10.945
146420.768,6834740.173,6.372,11.007,10.951
146420.600,6834740.144,6.360,10.991,10.928
146420.425,6834740.103,6.357,10.983,10.939
146420.247,6834740.069,6.355,10.976,10.927
146420.067,6834740.016,6.357,10.975,10.924
146419.884,6834739.969,6.361,10.976,10.920
146419.665,6834739.907,6.358,10.972,10.927
146419.490,6834739.860,6.367,10.981,10.934
146419.305,6834739.800,6.355,10.971,10.920
146419.138,6834739.746,6.368,10.986,10.920
146418.940,6834739.675,6.357,10.978,10.922
146418.782,6834739.633,6.351,10.977,10.924
146418.627,6834739.571,6.343,10.973,10.928
146418.486,6834739.520,6.336,10.972,10.915
146418.349,6834739.469,6.331,10.971,10.916
146418.207,6834739.412,6.326,10.973,10.926
146418.087,6834739.360,6.324,10.977,10.929
146417.976,6834739.313,6.323,10.979,10.921
146417.869,6834739.259,6.316,10.976,10.922
146417.758,6834739.212,6.311,10.975,10.930
146417.656,6834739.170,6.309,10.975,10.929
146417.527,6834739.119,6.310,10.979,10.923
146417.412,6834739.072,6.312,10.982,10.925
146417.288,6834739.026,6.312,10.982,10.910
146417.165,6834738.987,6.313,10.983,10.945
146417.028,6834738.936,6.313,10.982,10.942
146416.888,6834738.892,6.316,10.983,10.910
146416.711,6834738.832,6.299,10.963,10.896
146416.559,6834738.795,6.284,10.945,10.900
146416.396,6834738.746,6.286,10.943,10.911
146416.238,6834738.698,6.286,10.940,10.913
146416.068,6834738.650,6.287,10.937,10.888
146415.875,6834738.591,6.285,10.930,10.885
146415.713,6834738.549,6.314,10.956,10.890
146415.546,6834738.501,6.293,10.931,10.899
146415.383,6834738.446,6.375,11.011,10.913
146415.225,6834738.397,6.307,10.940,10.894
146415.041,6834738.344,6.312,10.944,10.907
146414.892,6834738.301,6.337,10.968,10.921
146414.743,6834738.251,6.340,10.971,10.899
146414.602,6834738.207,6.352,10.983,10.900
146414.466,6834738.169,6.375,11.006,10.897
146414.325,6834738.118,6.373,11.004,10.909
146414.174,6834738.056,6.397,11.029,10.936
146414.045,6834737.998,6.366,10.999,10.935
146413.916,6834737.940,6.375,11.009,10.928
146413.786,6834737.875,6.374,11.008,10.949
146413.661,6834737.817,6.378,11.014,10.967
146413.536,6834737.752,6.393,11.030,10.961
146413.401,6834737.681,6.383,11.021,10.944
146413.249,6834737.600,6.396,11.036,10.967
146413.119,6834737.536,6.376,11.017,10.976
146412.989,6834737.471,6.380,11.023,10.924
146412.864,6834737.406,6.409,11.053,10.925
146412.734,6834737.342,6.371,11.015,10.919
146412.582,6834737.267,6.387,11.031,10.909
146412.449,6834737.209,6.362,11.007,10.916
146412.323,6834737.144,6.363,11.007,10.921
146412.193,6834737.080,6.376,11.019,10.931
146412.038,6834737.012,6.372,11.015,10.943
146411.904,6834736.954,6.386,11.028,10.957
146411.766,6834736.890,6.384,11.025,10.961
146411.625,6834736.833,6.389,11.029,10.988
146411.478,6834736.770,6.392,11.031,10.989
146411.337,6834736.720,6.399,11.037,11.001
146411.168,6834736.653,6.464,11.101,10.957
146411.014,6834736.597,6.423,11.058,10.959
146410.863,6834736.535,6.406,11.039,11.006
146410.713,6834736.485,6.402,11.033,11.007
146410.563,6834736.429,6.408,11.037,10.961
146410.390,6834736.356,6.407,11.035,10.999
146410.240,6834736.300,6.424,11.050,10.951
146410.085,6834736.238,6.435,11.060,11.003
146409.939,6834736.181,6.434,11.059,11.002
146409.792,6834736.118,6.425,11.051,11.019
146409.623,6834736.045,6.425,11.052,11.000
146409.486,6834735.988,6.462,11.091,10.994
146409.347,6834735.924,6.456,11.086,10.995
146409.213,6834735.860,6.449,11.082,10.996
146409.079,6834735.790,6.433,11.069,11.008
146408.946,6834735.732,6.432,11.071,11.003
146408.794,6834735.657,6.421,11.062,11.014
146408.668,6834735.592,6.420,11.065,11.002
146408.542,6834735.521,6.431,11.080,11.018
146408.421,6834735.456,6.415,11.066,11.003
146408.296,6834735.397,6.390,11.044,11.013
146408.179,6834735.331,6.400,11.056,10.974
146408.039,6834735.249,6.395,11.055,11.011
146407.917,6834735.184,6.392,11.053,11.014
146407.797,6834735.125,6.403,11.066,11.025
146407.679,6834735.053,6.445,11.109,11.038
146407.554,6834734.988,6.452,11.118,11.049
146407.409,6834734.906,6.472,11.139,11.048
146407.284,6834734.841,6.439,11.106,11.061
146407.158,6834734.770,6.458,11.125,11.066
146407.024,6834734.706,6.436,11.102,11.090
146406.893,6834734.628,6.434,11.099,11.061
146406.732,6834734.548,6.441,11.105,11.056
146406.589,6834734.478,6.421,11.084,11.079
146406.445,6834734.396,6.389,11.049,11.054
146406.297,6834734.321,6.363,11.022,11.054
146406.136,6834734.240,6.330,10.988,11.060
146405.961,6834734.154,6.488,11.145,11.071
146405.805,6834734.079,6.292,10.948,11.092
146405.652,6834733.992,6.274,10.928,11.089
146405.451,6834733.896,6.287,10.940,11.103
146405.303,6834733.820,6.243,10.895,11.133
146405.160,6834733.744,6.233,10.884,11.072
146405.012,6834733.675,6.231,10.880,10.822
146404.848,6834733.601,6.231,10.878,10.827
146404.709,6834733.537,6.227,10.873,10.825
146404.567,6834733.474,6.228,10.872,10.826
146404.429,6834733.417,6.231,10.875,10.829
146404.274,6834733.349,6.237,10.881,10.844
146404.141,6834733.297,6.245,10.888,10.849
146404.007,6834733.233,6.249,10.891,10.851
146403.856,6834733.171,6.269,10.911,10.875
146403.701,6834733.102,6.286,10.928,10.892
146403.567,6834733.038,6.301,10.943,11.115
146403.438,6834732.980,6.326,10.968,11.127
146403.304,6834732.916,6.347,10.990,11.122
146403.173,6834732.846,6.380,11.024,11.127
146403.039,6834732.782,6.415,11.059,11.153
146402.908,6834732.698,6.437,11.082,11.145
146402.759,6834732.616,6.462,11.108,11.144
146402.629,6834732.545,6.488,11.135,11.151
146402.502,6834732.468,6.586,11.234,11.171
146402.371,6834732.391,6.562,11.210,11.153
146402.245,6834732.313,6.582,11.230,11.154
146402.114,6834732.236,6.587,11.236,11.184
146401.968,6834732.141,6.575,11.224,11.170
146401.842,6834732.064,6.574,11.223,11.174
146401.719,6834731.986,6.577,11.227,11.189
146401.591,6834731.896,6.584,11.233,11.196
146401.469,6834731.818,6.604,11.253,11.213
146401.350,6834731.733,6.617,11.266,11.222
146401.205,6834731.638,6.627,11.275,11.241
146401.081,6834731.554,6.643,11.290,11.256
146400.958,6834731.470,6.653,11.299,11.245
146400.836,6834731.392,6.647,11.291,11.228
146400.713,6834731.308,6.648,11.290,11.216
146400.563,6834731.213,6.644,11.284,11.217
146400.437,6834731.142,6.639,11.276,11.208
146400.311,6834731.071,6.639,11.273,11.224
146400.181,6834731.000,6.643,11.274,11.212
146400.047,6834730.936,6.708,11.335,11.207
146399.913,6834730.872,6.663,11.288,11.218
146399.752,6834730.798,6.677,11.297,11.237
146399.613,6834730.728,6.688,11.305,11.230
146399.480,6834730.670,6.719,11.333,11.264
146399.337,6834730.600,6.724,11.335,11.274
146399.204,6834730.543,6.728,11.336,11.275
146399.066,6834730.479,6.747,11.352,11.285
146398.905,6834730.405,6.728,11.330,11.297
146398.766,6834730.328,6.740,11.341,11.287
146398.623,6834730.265,6.728,11.328,11.280
146398.481,6834730.202,6.740,11.340,11.265
146398.333,6834730.126,6.740,11.340,11.266
146398.186,6834730.057,6.725,11.328,11.267
146398.016,6834729.971,6.718,11.324,11.265
146397.867,6834729.889,6.716,11.327,11.267
146397.723,6834729.807,6.735,11.351,11.273
146397.587,6834729.724,6.732,11.353,11.290
146397.450,6834729.628,6.719,11.347,11.301
146397.324,6834729.551,6.724,11.356,11.319
146397.177,6834729.443,6.737,11.376,11.327
146397.062,6834729.352,6.729,11.373,11.333
146396.950,6834729.254,6.755,11.403,11.349
146396.844,6834729.168,6.757,11.409,11.355
146396.742,6834729.081,6.763,11.417,11.372
146396.629,6834728.971,6.785,11.441,11.378
146396.527,6834728.884,6.791,11.448,11.369
146396.426,6834728.804,6.761,11.419,11.371
146396.324,6834728.718,6.778,11.435,11.368
146396.214,6834728.633,6.776,11.433,11.355
146396.076,6834728.531,6.754,11.410,11.329
146395.954,6834728.453,6.762,11.416,11.379
146395.827,6834728.375,6.765,11.418,11.309
146395.695,6834728.285,6.763,11.414,11.378
146395.564,6834728.208,6.782,11.430,11.366
146395.405,6834728.108,6.766,11.413,11.354
146395.261,6834728.026,6.771,11.415,11.378
146395.120,6834727.937,6.780,11.421,11.354
146394.989,6834727.860,6.786,11.426,11.369
146394.849,6834727.777,6.792,11.430,11.375
146394.688,6834727.690,6.780,11.416,11.378
146394.557,6834727.613,6.787,11.421,11.374
146394.422,6834727.543,6.789,11.420,11.371
146394.286,6834727.460,6.789,11.419,11.374
